"session_id","study_id","user_name","user_email","task_name","task_number","task_status","session_duration_ms","event_id","event_type","event_timestamp","event_timestamp_readable","event_url","event_data"
"ee55b45c-d520-4392-9628-b08741350357","58f0a453-bfc7-4447-898f-7a93fdefaa89","Ahmed Raza","ahmed.raza@gmail.com","Register / Sign In","1","skipped","30812","1010","API_REQUEST_START","1774864819449","2026-03-30T10:00:19.449Z","https://crumblelocal.com/register","{""reqId"":""5943ff8e"",""method"":""POST"",""requestUrl"":""https://crumblelocal.com/api/auth/signin""}"
"ee55b45c-d520-4392-9628-b08741350357","58f0a453-bfc7-4447-898f-7a93fdefaa89","Ahmed Raza","ahmed.raza@gmail.com","Register / Sign In","1","skipped","30812","1011","API_REQUEST_END","1774864820707","2026-03-30T10:00:20.707Z","https://crumblelocal.com/register","{""reqId"":""5943ff8e"",""method"":""POST"",""requestUrl"":""https://crumblelocal.com/api/auth/signin"",""statusCode"":200,""durationMs"":313}"
"ee55b45c-d520-4392-9628-b08741350357","58f0a453-bfc7-4447-898f-7a93fdefaa89","Ahmed Raza","ahmed.raza@gmail.com","Register / Sign In","1","skipped","30812","1012","MODAL_OPEN","1774864822203","2026-03-30T10:00:22.203Z","https://crumblelocal.com/register","{""elementTag"":""DIV"",""role"":""dialog"",""ariaLabel"":""Location Picker""}"
"ee55b45c-d520-4392-9628-b08741350357","58f0a453-bfc7-4447-898f-7a93fdefaa89","Ahmed Raza","ahmed.raza@gmail.com","Register / Sign In","1","skipped","30812","1013","CLICK","1774864824709","2026-03-30T10:00:24.709Z","https://crumblelocal.com/register","{""x"":669,""y"":544,""elementTag"":""BUTTON"",""elementText"":""Submit"",""elementId"":""btn-submit"",""elementClasses"":""btn btn-success"",""isInteractive"":true}"
"ee55b45c-d520-4392-9628-b08741350357","58f0a453-bfc7-4447-898f-7a93fdefaa89","Ahmed Raza","ahmed.raza@gmail.com","Register / Sign In","1","skipped","30812","1014","SCREENSHOT","1774864825594","2026-03-30T10:00:25.594Z","https://crumblelocal.com/signin","{""trigger"":""auto-interval""}"
"ee55b45c-d520-4392-9628-b08741350357","58f0a453-bfc7-4447-898f-7a93fdefaa89","Ahmed Raza","ahmed.raza@gmail.com","Register / Sign In","1","skipped","30812","1015","HOVER_DWELL","1774864828222","2026-03-30T10:00:28.222Z","https://crumblelocal.com/signin","{""dwellMs"":2358,""elementTag"":""BUTTON"",""elementText"":""Chat"",""isInteractive"":true}"
"ee55b45c-d520-4392-9628-b08741350357","58f0a453-bfc7-4447-898f-7a93fdefaa89","Ahmed Raza","ahmed.raza@gmail.com","Register / Sign In","1","skipped","30812","1016","TASK_SKIP","1774864830812","2026-03-30T10:00:30.812Z","https://crumblelocal.com/signin","{""durationMs"":30812,""taskNumber"":1}"
"b483b6c6-5c2f-420c-9ffd-e1a90246241e","58f0a453-bfc7-4447-898f-7a93fdefaa89","Ahmed Raza","ahmed.raza@gmail.com","Add to Cart & Checkout","2","completed","13072","1017","TASK_START","1774864826046","2026-03-30T10:00:26.046Z","https://crumblelocal.com/","{""taskNumber"":2,""taskName"":""Add to Cart & Checkout""}"
"b483b6c6-5c2f-420c-9ffd-e1a90246241e","58f0a453-bfc7-4447-898f-7a93fdefaa89","Ahmed Raza","ahmed.raza@gmail.com","Add to Cart & Checkout","2","completed","13072","1018","PAGE_LOAD","1774864826698","2026-03-30T10:00:26.698Z","https://crumblelocal.com/","{}"
"b483b6c6-5c2f-420c-9ffd-e1a90246241e","58f0a453-bfc7-4447-898f-7a93fdefaa89","Ahmed Raza","ahmed.raza@gmail.com","Add to Cart & Checkout","2","completed","13072","1019","PAGE_NAVIGATE","1774864827441","2026-03-30T10:00:27.441Z","https://crumblelocal.com/menu","{""transitionType"":""link""}"
"b483b6c6-5c2f-420c-9ffd-e1a90246241e","58f0a453-bfc7-4447-898f-7a93fdefaa89","Ahmed Raza","ahmed.raza@gmail.com","Add to Cart & Checkout","2","completed","13072","1020","SCROLL","1774864827932","2026-03-30T10:00:27.932Z","https://crumblelocal.com/menu","{""direction"":""down"",""scrollY"":2725,""scrollDepthPercent"":48}"
"b483b6c6-5c2f-420c-9ffd-e1a90246241e","58f0a453-bfc7-4447-898f-7a93fdefaa89","Ahmed Raza","ahmed.raza@gmail.com","Add to Cart & Checkout","2","completed","13072","1021","API_REQUEST_START","1774864828192","2026-03-30T10:00:28.192Z","https://crumblelocal.com/menu","{""reqId"":""d4f536e7"",""method"":""GET"",""requestUrl"":""https://crumblelocal.com/api/menu/categories""}"
"b483b6c6-5c2f-420c-9ffd-e1a90246241e","58f0a453-bfc7-4447-898f-7a93fdefaa89","Ahmed Raza","ahmed.raza@gmail.com","Add to Cart & Checkout","2","completed","13072","1022","PAGE_NAVIGATE","1774864828755","2026-03-30T10:00:28.755Z","https://crumblelocal.com/menu","{""transitionType"":""link""}"
"b483b6c6-5c2f-420c-9ffd-e1a90246241e","58f0a453-bfc7-4447-898f-7a93fdefaa89","Ahmed Raza","ahmed.raza@gmail.com","Add to Cart & Checkout","2","completed","13072","1023","SCROLL","1774864829481","2026-03-30T10:00:29.481Z","https://crumblelocal.com/menu","{""direction"":""up"",""scrollY"":747,""scrollDepthPercent"":63}"
"b483b6c6-5c2f-420c-9ffd-e1a90246241e","58f0a453-bfc7-4447-898f-7a93fdefaa89","Ahmed Raza","ahmed.raza@gmail.com","Add to Cart & Checkout","2","completed","13072","1024","API_REQUEST_END","1774864829763","2026-03-30T10:00:29.763Z","https://crumblelocal.com/menu","{""reqId"":""d4f536e7"",""method"":""GET"",""requestUrl"":""https://crumblelocal.com/api/menu/categories"",""statusCode"":200,""durationMs"":380}"
"b483b6c6-5c2f-420c-9ffd-e1a90246241e","58f0a453-bfc7-4447-898f-7a93fdefaa89","Ahmed Raza","ahmed.raza@gmail.com","Add to Cart & Checkout","2","completed","13072","1025","HOVER_DWELL","1774864830251","2026-03-30T10:00:30.251Z","https://crumblelocal.com/menu","{""dwellMs"":4457,""elementTag"":""BUTTON"",""elementText"":""Submit"",""isInteractive"":true}"
"b483b6c6-5c2f-420c-9ffd-e1a90246241e","58f0a453-bfc7-4447-898f-7a93fdefaa89","Ahmed Raza","ahmed.raza@gmail.com","Add to Cart & Checkout","2","completed","13072","1026","SCREENSHOT","1774864830784","2026-03-30T10:00:30.784Z","https://crumblelocal.com/menu","{""trigger"":""click-burst""}"
"b483b6c6-5c2f-420c-9ffd-e1a90246241e","58f0a453-bfc7-4447-898f-7a93fdefaa89","Ahmed Raza","ahmed.raza@gmail.com","Add to Cart & Checkout","2","completed","13072","1027","MODAL_OPEN","1774864831520","2026-03-30T10:00:31.520Z","https://crumblelocal.com/menu","{""elementTag"":""DIV"",""role"":""dialog"",""ariaLabel"":""Cart""}"
"b483b6c6-5c2f-420c-9ffd-e1a90246241e","58f0a453-bfc7-4447-898f-7a93fdefaa89","Ahmed Raza","ahmed.raza@gmail.com","Add to Cart & Checkout","2","completed","13072","1028","CLICK","1774864832236","2026-03-30T10:00:32.236Z","https://crumblelocal.com/menu","{""x"":465,""y"":599,""elementTag"":""BUTTON"",""elementText"":""+"",""elementId"":""btn-qty-plus"",""elementClasses"":""qty-btn"",""isInteractive"":true}"
"b483b6c6-5c2f-420c-9ffd-e1a90246241e","58f0a453-bfc7-4447-898f-7a93fdefaa89","Ahmed Raza","ahmed.raza@gmail.com","Add to Cart & Checkout","2","completed","13072","1029","SCROLL","1774864832853","2026-03-30T10:00:32.853Z","https://crumblelocal.com/menu","{""direction"":""down"",""scrollY"":2661,""scrollDepthPercent"":43}"
"b483b6c6-5c2f-420c-9ffd-e1a90246241e","58f0a453-bfc7-4447-898f-7a93fdefaa89","Ahmed Raza","ahmed.raza@gmail.com","Add to Cart & Checkout","2","completed","13072","1030","HASH_CHANGE","1774864833433","2026-03-30T10:00:33.433Z","https://crumblelocal.com/menu","{""transitionType"":""link""}"
"b483b6c6-5c2f-420c-9ffd-e1a90246241e","58f0a453-bfc7-4447-898f-7a93fdefaa89","Ahmed Raza","ahmed.raza@gmail.com","Add to Cart & Checkout","2","completed","13072","1031","SCREENSHOT","1774864834026","2026-03-30T10:00:34.026Z","https://crumblelocal.com/menu","{""trigger"":""click-burst""}"
"b483b6c6-5c2f-420c-9ffd-e1a90246241e","58f0a453-bfc7-4447-898f-7a93fdefaa89","Ahmed Raza","ahmed.raza@gmail.com","Add to Cart & Checkout","2","completed","13072","1032","IDLE_PAUSE","1774864834441","2026-03-30T10:00:34.441Z","https://crumblelocal.com/cart","{""durationMs"":11317,""startedAt"":1774864834441}"
"b483b6c6-5c2f-420c-9ffd-e1a90246241e","58f0a453-bfc7-4447-898f-7a93fdefaa89","Ahmed Raza","ahmed.raza@gmail.com","Add to Cart & Checkout","2","completed","13072","1033","MODAL_OPEN","1774864835011","2026-03-30T10:00:35.011Z","https://crumblelocal.com/cart","{""elementTag"":""DIV"",""role"":""dialog"",""ariaLabel"":""Registration""}"
"b483b6c6-5c2f-420c-9ffd-e1a90246241e","58f0a453-bfc7-4447-898f-7a93fdefaa89","Ahmed Raza","ahmed.raza@gmail.com","Add to Cart & Checkout","2","completed","13072","1034","MODAL_OPEN","1774864835411","2026-03-30T10:00:35.411Z","https://crumblelocal.com/cart","{""elementTag"":""DIV"",""role"":""dialog"",""ariaLabel"":""Location Picker""}"
"b483b6c6-5c2f-420c-9ffd-e1a90246241e","58f0a453-bfc7-4447-898f-7a93fdefaa89","Ahmed Raza","ahmed.raza@gmail.com","Add to Cart & Checkout","2","completed","13072","1035","CLICK","1774864836110","2026-03-30T10:00:36.110Z","https://crumblelocal.com/cart","{""x"":865,""y"":245,""elementTag"":""DIV"",""elementText"":""Cookies & Cream Shake"",""elementId"":""product-shake"",""elementClasses"":""product-card"",""isInteractive"":true}"
"b483b6c6-5c2f-420c-9ffd-e1a90246241e","58f0a453-bfc7-4447-898f-7a93fdefaa89","Ahmed Raza","ahmed.raza@gmail.com","Add to Cart & Checkout","2","completed","13072","1036","SCROLL","1774864836555","2026-03-30T10:00:36.555Z","https://crumblelocal.com/cart","{""direction"":""down"",""scrollY"":2553,""scrollDepthPercent"":46}"
"b483b6c6-5c2f-420c-9ffd-e1a90246241e","58f0a453-bfc7-4447-898f-7a93fdefaa89","Ahmed Raza","ahmed.raza@gmail.com","Add to Cart & Checkout","2","completed","13072","1037","API_REQUEST_START","1774864836884","2026-03-30T10:00:36.884Z","https://crumblelocal.com/cart","{""reqId"":""304494aa"",""method"":""GET"",""requestUrl"":""https://crumblelocal.com/api/cart/update""}"
"b483b6c6-5c2f-420c-9ffd-e1a90246241e","58f0a453-bfc7-4447-898f-7a93fdefaa89","Ahmed Raza","ahmed.raza@gmail.com","Add to Cart & Checkout","2","completed","13072","1038","SCROLL","1774864837109","2026-03-30T10:00:37.109Z","https://crumblelocal.com/cart","{""direction"":""down"",""scrollY"":1586,""scrollDepthPercent"":44}"
"b483b6c6-5c2f-420c-9ffd-e1a90246241e","58f0a453-bfc7-4447-898f-7a93fdefaa89","Ahmed Raza","ahmed.raza@gmail.com","Add to Cart & Checkout","2","completed","13072","1039","API_REQUEST_END","1774864837310","2026-03-30T10:00:37.310Z","https://crumblelocal.com/cart","{""reqId"":""304494aa"",""method"":""GET"",""requestUrl"":""https://crumblelocal.com/api/cart/update"",""statusCode"":200,""durationMs"":99}"
"b483b6c6-5c2f-420c-9ffd-e1a90246241e","58f0a453-bfc7-4447-898f-7a93fdefaa89","Ahmed Raza","ahmed.raza@gmail.com","Add to Cart & Checkout","2","completed","13072","1040","API_REQUEST_START","1774864837813","2026-03-30T10:00:37.813Z","https://crumblelocal.com/checkout","{""reqId"":""b80d2c09"",""method"":""GET"",""requestUrl"":""https://crumblelocal.com/api/cart""}"
"b483b6c6-5c2f-420c-9ffd-e1a90246241e","58f0a453-bfc7-4447-898f-7a93fdefaa89","Ahmed Raza","ahmed.raza@gmail.com","Add to Cart & Checkout","2","completed","13072","1041","API_REQUEST_END","1774864838335","2026-03-30T10:00:38.335Z","https://crumblelocal.com/checkout","{""reqId"":""b80d2c09"",""method"":""GET"",""requestUrl"":""https://crumblelocal.com/api/cart"",""statusCode"":200,""durationMs"":139}"
"b483b6c6-5c2f-420c-9ffd-e1a90246241e","58f0a453-bfc7-4447-898f-7a93fdefaa89","Ahmed Raza","ahmed.raza@gmail.com","Add to Cart & Checkout","2","completed","13072","1042","CLICK","1774864838528","2026-03-30T10:00:38.528Z","https://crumblelocal.com/checkout","{""x"":261,""y"":167,""elementTag"":""BUTTON"",""elementText"":""Add to Cart"",""elementId"":""btn-add-cart"",""elementClasses"":""btn btn-primary"",""isInteractive"":true}"
"b483b6c6-5c2f-420c-9ffd-e1a90246241e","58f0a453-bfc7-4447-898f-7a93fdefaa89","Ahmed Raza","ahmed.raza@gmail.com","Add to Cart & Checkout","2","completed","13072","1043","TASK_COMPLETE","1774864839118","2026-03-30T10:00:39.118Z","https://crumblelocal.com/checkout","{""durationMs"":13072,""taskNumber"":2}"
"acedab4d-c08d-49f7-8d6c-03ac76865cbe","58f0a453-bfc7-4447-898f-7a93fdefaa89","Ahmed Raza","ahmed.raza@gmail.com","Contact Customer Support","3","completed","9098","1044","TASK_START","1774864836392","2026-03-30T10:00:36.392Z","https://crumblelocal.com/checkout","{""taskNumber"":3,""taskName"":""Contact Customer Support""}"
"acedab4d-c08d-49f7-8d6c-03ac76865cbe","58f0a453-bfc7-4447-898f-7a93fdefaa89","Ahmed Raza","ahmed.raza@gmail.com","Contact Customer Support","3","completed","9098","1045","SCREENSHOT","1774864837749","2026-03-30T10:00:37.749Z","https://crumblelocal.com/checkout","{""trigger"":""click-burst""}"
"acedab4d-c08d-49f7-8d6c-03ac76865cbe","58f0a453-bfc7-4447-898f-7a93fdefaa89","Ahmed Raza","ahmed.raza@gmail.com","Contact Customer Support","3","completed","9098","1046","HOVER_DWELL","1774864838208","2026-03-30T10:00:38.208Z","https://crumblelocal.com/checkout","{""dwellMs"":1903,""elementTag"":""INPUT"",""elementText"":""Email"",""isInteractive"":true}"
"acedab4d-c08d-49f7-8d6c-03ac76865cbe","58f0a453-bfc7-4447-898f-7a93fdefaa89","Ahmed Raza","ahmed.raza@gmail.com","Contact Customer Support","3","completed","9098","1047","CLICK","1774864839490","2026-03-30T10:00:39.490Z","https://crumblelocal.com/checkout","{""x"":924,""y"":427,""elementTag"":""BUTTON"",""elementText"":""Chat"",""elementId"":""btn-chat"",""elementClasses"":""chat-trigger"",""isInteractive"":true}"
"acedab4d-c08d-49f7-8d6c-03ac76865cbe","58f0a453-bfc7-4447-898f-7a93fdefaa89","Ahmed Raza","ahmed.raza@gmail.com","Contact Customer Support","3","completed","9098","1048","DEAD_CLICK","1774864840826","2026-03-30T10:00:40.826Z","https://crumblelocal.com/checkout","{""x"":273,""y"":304,""elementTag"":""DIV"",""elementText"":"""",""elementId"":"""",""elementClasses"":""wrapper"",""isInteractive"":false}"
"acedab4d-c08d-49f7-8d6c-03ac76865cbe","58f0a453-bfc7-4447-898f-7a93fdefaa89","Ahmed Raza","ahmed.raza@gmail.com","Contact Customer Support","3","completed","9098","1049","MODAL_OPEN","1774864841310","2026-03-30T10:00:41.310Z","https://crumblelocal.com/checkout","{""elementTag"":""DIV"",""role"":""dialog"",""ariaLabel"":""Location Picker""}"
"acedab4d-c08d-49f7-8d6c-03ac76865cbe","58f0a453-bfc7-4447-898f-7a93fdefaa89","Ahmed Raza","ahmed.raza@gmail.com","Contact Customer Support","3","completed","9098","1050","CLICK","1774864842417","2026-03-30T10:00:42.417Z","https://crumblelocal.com/checkout","{""x"":387,""y"":512,""elementTag"":""INPUT"",""elementText"":"""",""elementId"":""chat-input"",""elementClasses"":""form-control"",""isInteractive"":true}"
"acedab4d-c08d-49f7-8d6c-03ac76865cbe","58f0a453-bfc7-4447-898f-7a93fdefaa89","Ahmed Raza","ahmed.raza@gmail.com","Contact Customer Support","3","completed","9098","1051","IDLE_PAUSE","1774864843399","2026-03-30T10:00:43.399Z","https://crumblelocal.com/checkout","{""durationMs"":6006,""startedAt"":1774864843399}"
"acedab4d-c08d-49f7-8d6c-03ac76865cbe","58f0a453-bfc7-4447-898f-7a93fdefaa89","Ahmed Raza","ahmed.raza@gmail.com","Contact Customer Support","3","completed","9098","1052","FORM_FOCUS","1774864843790","2026-03-30T10:00:43.790Z","https://crumblelocal.com/checkout","{""fieldType"":""text"",""fieldName"":""chatInput""}"
"acedab4d-c08d-49f7-8d6c-03ac76865cbe","58f0a453-bfc7-4447-898f-7a93fdefaa89","Ahmed Raza","ahmed.raza@gmail.com","Contact Customer Support","3","completed","9098","1053","SCREENSHOT","1774864844269","2026-03-30T10:00:44.269Z","https://crumblelocal.com/checkout","{""trigger"":""task-boundary""}"
"acedab4d-c08d-49f7-8d6c-03ac76865cbe","58f0a453-bfc7-4447-898f-7a93fdefaa89","Ahmed Raza","ahmed.raza@gmail.com","Contact Customer Support","3","completed","9098","1054","TASK_COMPLETE","1774864845490","2026-03-30T10:00:45.490Z","https://crumblelocal.com/checkout","{""durationMs"":9098,""taskNumber"":3}"
"dfe35c82-36ca-4710-a3eb-c1609e5acad3","f70387c5-83a9-42bf-a590-01fcfea69182","Fatima Zahra","fatima.zahra@outlook.com","Register / Sign In","1","completed","43304","1055","TASK_START","1774865400000","2026-03-30T10:10:00.000Z","https://crumblelocal.com/","{""taskNumber"":1,""taskName"":""Register / Sign In""}"
"dfe35c82-36ca-4710-a3eb-c1609e5acad3","f70387c5-83a9-42bf-a590-01fcfea69182","Fatima Zahra","fatima.zahra@outlook.com","Register / Sign In","1","completed","43304","1056","PAGE_NAVIGATE","1774865401405","2026-03-30T10:10:01.405Z","https://crumblelocal.com/","{""transitionType"":""link""}"
"dfe35c82-36ca-4710-a3eb-c1609e5acad3","f70387c5-83a9-42bf-a590-01fcfea69182","Fatima Zahra","fatima.zahra@outlook.com","Register / Sign In","1","completed","43304","1057","PAGE_LOAD","1774865403582","2026-03-30T10:10:03.582Z","https://crumblelocal.com/","{}"
"dfe35c82-36ca-4710-a3eb-c1609e5acad3","f70387c5-83a9-42bf-a590-01fcfea69182","Fatima Zahra","fatima.zahra@outlook.com","Register / Sign In","1","completed","43304","1058","SCROLL","1774865406021","2026-03-30T10:10:06.021Z","https://crumblelocal.com/register","{""direction"":""down"",""scrollY"":2537,""scrollDepthPercent"":13}"
"dfe35c82-36ca-4710-a3eb-c1609e5acad3","f70387c5-83a9-42bf-a590-01fcfea69182","Fatima Zahra","fatima.zahra@outlook.com","Register / Sign In","1","completed","43304","1059","CLICK","1774865407267","2026-03-30T10:10:07.267Z","https://crumblelocal.com/register","{""x"":345,""y"":663,""elementTag"":""BUTTON"",""elementText"":""Submit"",""elementId"":""btn-submit"",""elementClasses"":""btn btn-success"",""isInteractive"":true}"
"dfe35c82-36ca-4710-a3eb-c1609e5acad3","f70387c5-83a9-42bf-a590-01fcfea69182","Fatima Zahra","fatima.zahra@outlook.com","Register / Sign In","1","completed","43304","1060","IDLE_PAUSE","1774865409512","2026-03-30T10:10:09.512Z","https://crumblelocal.com/register","{""durationMs"":12485,""startedAt"":1774865409512}"
"dfe35c82-36ca-4710-a3eb-c1609e5acad3","f70387c5-83a9-42bf-a590-01fcfea69182","Fatima Zahra","fatima.zahra@outlook.com","Register / Sign In","1","completed","43304","1061","FORM_FOCUS","1774865410898","2026-03-30T10:10:10.898Z","https://crumblelocal.com/register","{""fieldType"":""password"",""fieldName"":""password""}"
"dfe35c82-36ca-4710-a3eb-c1609e5acad3","f70387c5-83a9-42bf-a590-01fcfea69182","Fatima Zahra","fatima.zahra@outlook.com","Register / Sign In","1","completed","43304","1062","CLICK","1774865412805","2026-03-30T10:10:12.805Z","https://crumblelocal.com/register","{""x"":1170,""y"":403,""elementTag"":""BUTTON"",""elementText"":""Submit"",""elementId"":""btn-submit"",""elementClasses"":""btn btn-success"",""isInteractive"":true}"
"dfe35c82-36ca-4710-a3eb-c1609e5acad3","f70387c5-83a9-42bf-a590-01fcfea69182","Fatima Zahra","fatima.zahra@outlook.com","Register / Sign In","1","completed","43304","1063","API_REQUEST_START","1774865415680","2026-03-30T10:10:15.680Z","https://crumblelocal.com/signin","{""reqId"":""62cf244a"",""method"":""POST"",""requestUrl"":""https://crumblelocal.com/api/auth/register""}"
"dfe35c82-36ca-4710-a3eb-c1609e5acad3","f70387c5-83a9-42bf-a590-01fcfea69182","Fatima Zahra","fatima.zahra@outlook.com","Register / Sign In","1","completed","43304","1064","API_REQUEST_END","1774865418417","2026-03-30T10:10:18.417Z","https://crumblelocal.com/signin","{""reqId"":""62cf244a"",""method"":""POST"",""requestUrl"":""https://crumblelocal.com/api/auth/register"",""statusCode"":200,""durationMs"":401}"
"dfe35c82-36ca-4710-a3eb-c1609e5acad3","f70387c5-83a9-42bf-a590-01fcfea69182","Fatima Zahra","fatima.zahra@outlook.com","Register / Sign In","1","completed","43304","1065","MODAL_OPEN","1774865419404","2026-03-30T10:10:19.404Z","https://crumblelocal.com/signin","{""elementTag"":""DIV"",""role"":""dialog"",""ariaLabel"":""Chat Widget""}"
"dfe35c82-36ca-4710-a3eb-c1609e5acad3","f70387c5-83a9-42bf-a590-01fcfea69182","Fatima Zahra","fatima.zahra@outlook.com","Register / Sign In","1","completed","43304","1066","SCREENSHOT","1774865421160","2026-03-30T10:10:21.160Z","https://crumblelocal.com/register","{""trigger"":""click-burst""}"
"dfe35c82-36ca-4710-a3eb-c1609e5acad3","f70387c5-83a9-42bf-a590-01fcfea69182","Fatima Zahra","fatima.zahra@outlook.com","Register / Sign In","1","completed","43304","1067","CLICK","1774865422575","2026-03-30T10:10:22.575Z","https://crumblelocal.com/signin","{""x"":747,""y"":154,""elementTag"":""INPUT"",""elementText"":"""",""elementId"":""input-password"",""elementClasses"":""form-control"",""isInteractive"":true}"
"dfe35c82-36ca-4710-a3eb-c1609e5acad3","f70387c5-83a9-42bf-a590-01fcfea69182","Fatima Zahra","fatima.zahra@outlook.com","Register / Sign In","1","completed","43304","1068","HOVER_DWELL","1774865423356","2026-03-30T10:10:23.356Z","https://crumblelocal.com/register","{""dwellMs"":4044,""elementTag"":""BUTTON"",""elementText"":""Send"",""isInteractive"":true}"
"dfe35c82-36ca-4710-a3eb-c1609e5acad3","f70387c5-83a9-42bf-a590-01fcfea69182","Fatima Zahra","fatima.zahra@outlook.com","Register / Sign In","1","completed","43304","1069","FORM_FOCUS","1774865425919","2026-03-30T10:10:25.919Z","https://crumblelocal.com/register","{""fieldType"":""text"",""fieldName"":""firstName""}"
"dfe35c82-36ca-4710-a3eb-c1609e5acad3","f70387c5-83a9-42bf-a590-01fcfea69182","Fatima Zahra","fatima.zahra@outlook.com","Register / Sign In","1","completed","43304","1070","CLICK","1774865428171","2026-03-30T10:10:28.171Z","https://crumblelocal.com/register","{""x"":643,""y"":215,""elementTag"":""INPUT"",""elementText"":"""",""elementId"":""input-firstName"",""elementClasses"":""form-control"",""isInteractive"":true}"
"dfe35c82-36ca-4710-a3eb-c1609e5acad3","f70387c5-83a9-42bf-a590-01fcfea69182","Fatima Zahra","fatima.zahra@outlook.com","Register / Sign In","1","completed","43304","1071","HOVER_DWELL","1774865429552","2026-03-30T10:10:29.552Z","https://crumblelocal.com/signin","{""dwellMs"":2500,""elementTag"":""BUTTON"",""elementText"":""Sign Up"",""isInteractive"":true}"
"dfe35c82-36ca-4710-a3eb-c1609e5acad3","f70387c5-83a9-42bf-a590-01fcfea69182","Fatima Zahra","fatima.zahra@outlook.com","Register / Sign In","1","completed","43304","1072","SCREENSHOT","1774865432046","2026-03-30T10:10:32.046Z","https://crumblelocal.com/signin","{""trigger"":""dom-change""}"
"dfe35c82-36ca-4710-a3eb-c1609e5acad3","f70387c5-83a9-42bf-a590-01fcfea69182","Fatima Zahra","fatima.zahra@outlook.com","Register / Sign In","1","completed","43304","1073","FORM_FOCUS","1774865434100","2026-03-30T10:10:34.100Z","https://crumblelocal.com/register","{""fieldType"":""email"",""fieldName"":""email""}"
